	glottocode	path	toplevelfamily	name	hid	level	iso639-3	latitude	longitude	macroareas
17119	mong1344	tree/kera1258/mong1343/mwak1234/mong1344	kera1258	Mwakai	mgt	language	mgt	-4.30038	143.965	Papunesia
17122	yaul1241	tree/kera1258/mong1343/yaul1241	kera1258	Ulwa (Papua New Guinea)	yla	language	yla	-4.39912	143.993	Papunesia
17126	east1472	tree/kere1287/east1472	kere1287	Eastern Keres	kee	language	kee	35.5216	-106.453	North America
17132	west2632	tree/kere1287/west2632	kere1287	Western Keres	kjq	language	kjq	34.9733	-107.517	North America
17139	haio1238	tree/khoe1240/khoe1241/khoe1242/nort3245/haio1238	khoe1240	Hai//om-Akhoe	hgm	language	hgm	-19.7637	17.0299	Africa
17143	nama1264	tree/khoe1240/khoe1241/khoe1242/nort3245/nama1264	khoe1240	Nama (Namibia)	naq	language	naq	-25.0747	17.9767	Africa
17151	kora1292	tree/khoe1240/khoe1241/khoe1242/sout3214/kora1292	khoe1240	Korana	kqz	language	kqz	-30.4207	19.7711	Africa
17156	xiri1242	tree/khoe1240/khoe1241/khoe1242/sout3214/xiri1242	khoe1240	Xiri	xii	language	xii	-32.72545	18.63332	Africa
17159	shua1254	tree/khoe1240/khoe1241/nonk1236/ostk1235/shua1254	khoe1240	Shua	shg	language	shg	-21.52	26.0238	Africa
17171	kuaa1238	tree/khoe1240/khoe1241/nonk1236/ostk1235/tshw1239/kuaa1238	khoe1240	Southern Tshwa	tyu	language	tyu	-22.0237	26.0158	Africa
17175	tsoa1238	tree/khoe1240/khoe1241/nonk1236/ostk1235/tshw1239/tsoa1238	khoe1240	Northern Tshwa	hio	language	hio	-19.7974	26.9638	Africa
17179	tsix1234	tree/khoe1240/khoe1241/nonk1236/tsix1234	khoe1240	Ts'ixa	NOCODE_Tsixa	language		-19.180953	23.998153	Africa
17182	anii1246	tree/khoe1240/khoe1241/nonk1236/west2506/kxoe1242/anii1246	khoe1240	//Ani	hnh	language	hnh	-19.0966	22.9088	Africa
17183	kxoe1243	tree/khoe1240/khoe1241/nonk1236/west2506/kxoe1242/kxoe1243	khoe1240	Kxoe	xuu	language	xuu	-16.59051	22.599835	Africa
17192	gana1274	tree/khoe1240/khoe1241/nonk1236/west2506/naro1248/anaa1239/gana1274	khoe1240	//Gana	gnk	language	gnk	-21.8555	22.2003	Africa
17197	gwii1239	tree/khoe1240/khoe1241/nonk1236/west2506/naro1248/anaa1239/gwii1239	khoe1240	/Gwi	gwj	language	gwj	-22.2708	21.9431	Africa
17199	naro1249	tree/khoe1240/khoe1241/nonk1236/west2506/naro1248/naro1249	khoe1240	Naro	nhr	language	nhr	-22.0939	20.7458	Africa
17203	kwad1244	tree/khoe1240/kwad1244	khoe1240	Kwadi	kwz	language	kwz	-15.8745	12.1147	Africa
17205	kibi1239	tree/kibi1239	kibi1239	Kibiri	prm	language	prm	-7.45276	144.296	Papunesia
17208	kimk1238	tree/kimk1238	kimk1238	Kimki	sbt	language	sbt	-4.2742	140.884	Papunesia
17210	jeme1245	tree/kiow1265/jeme1245	kiow1265	Towa	tow	language	tow	35.5994	-106.766	North America
17211	kiow1266	tree/kiow1265/kiow1266	kiow1265	Kiowa	kio	language	kio	34.9403	-98.9042	North America
17213	ariz1237	tree/kiow1265/tewa1261/ariz1237	kiow1265	Arizona Tewa	NOCODE_Arizona-Tewa	language		35.836667	-110.381389	North America
17215	tewa1260	tree/kiow1265/tewa1261/tewa1260	kiow1265	Rio Grande Tewa	tew	language	tew	35.9053	-106.124	North America
17223	piro1248	tree/kiow1265/tiwa1254/piro1248	kiow1265	Piro	pie	language	pie	35.2291	-106.415	North America
17225	sout2961	tree/kiow1265/tiwa1254/tiwa1255/sout2961	kiow1265	Southern Tiwa	tix	language	tix	34.7873	-106.661	North America
17229	nort1550	tree/kiow1265/tiwa1254/tiwa1255/taos1246/nort1550	kiow1265	Taos Northern Tiwa	twf	language	twf	36.4277	-105.604	North America
17231	picu1248	tree/kiow1265/tiwa1254/tiwa1255/taos1246/picu1248	kiow1265	Picuris Northern Tiwa	NOCODE_Picuris-Northern-Tiwa	language		37.083011	-105.267144	North America
17233	bamu1257	tree/kiwa1251/bamu1257	kiwa1251	Bamu	bcf	language	bcf	-7.93818	143.545	Papunesia
17239	nort2930	tree/kiwa1251/nort2930	kiwa1251	Northeast Kiwai	kiw	language	kiw	-7.39215	144.667	Papunesia
17244	sout2949	tree/kiwa1251/sout2949	kiwa1251	Southern Kiwai	kjd	language	kjd	-8.64889	143.244	Papunesia
17252	kere1286	tree/kiwa1251/tura1266/kere1286	kiwa1251	Kerewo	kxz	language	kxz	-7.551	144.309	Papunesia
17254	mori1271	tree/kiwa1251/tura1266/mori1271	kiwa1251	Morigi	mdb	language	mdb	-7.62961	143.88	Papunesia
17255	wabo1241	tree/kiwa1251/wabo1241	kiwa1251	Waboda	kmx	language	kmx	-8.41651	143.501	Papunesia
17256	klam1254	tree/klam1254	klam1254	Klamath-Modoc	kla	language	kla	42.5861	-121.704	North America
17260	nami1258	tree/koia1260/bara1376/bara1377/nami1258	koia1260	Namiae	nvm	language	nvm	-9.18089	148.166	Papunesia
17261	nucl1630	tree/koia1260/bara1376/bara1377/nucl1630	koia1260	Barai	bbb	language	bbb	-9.46246	147.899	Papunesia
17264	esee1247	tree/koia1260/bara1376/esee1247	koia1260	Ese	mcq	language	mcq	-9.09451	148.376	Papunesia
17279	omie1241	tree/koia1260/bara1376/omie1241	koia1260	Ömie	aom	language	aom	-9.03136	148.107	Papunesia
17285	biag1234	tree/koia1260/koia1261/biag1235/biag1234	koia1260	Biage	bdf	language	bdf	-8.8794	147.6533	Papunesia
17286	moun1252	tree/koia1260/koia1261/biag1235/moun1252	koia1260	Mountain Koiali	kpx	language	kpx	-9.06973	147.384	Papunesia
17288	gras1249	tree/koia1260/koia1261/koit1243/gras1249	koia1260	Grass Koiari	kbk	language	kbk	-9.51218	147.437	Papunesia
17292	koit1244	tree/koia1260/koia1261/koit1243/koit1244	koia1260	Koitabu	kqi	language	kqi	-9.36877	147.079	Papunesia
17297	kima1246	tree/kolo1268/kima1245/kima1246	kolo1268	Kimaama	kig	language	kig	-8.01899	138.355	Papunesia
17298	rian1263	tree/kolo1268/kima1245/rian1263	kolo1268	Riantana	ran	language	ran	-7.50746	138.484	Papunesia
17299	ndom1245	tree/kolo1268/ndom1245	kolo1268	Ndom	nqm	language	nqm	-7.93553	138.019	Papunesia
17300	kolp1236	tree/kolp1236	kolp1236	Kol (Papua New Guinea)	kol	language	kol	-5.21042	151.583	Papunesia
17304	kwam1249	tree/koma1264/kwam1249	koma1264	Gwama	kmq	language	kmq	9.50836	34.2457	Africa
17309	buld1238	tree/koma1264/opuu1238/dana1255/buld1238	koma1264	Dana	NOCODE_Dana	language		9.267004	33.710946	Africa
17310	opuu1239	tree/koma1264/opuu1238/dana1255/opuu1239	koma1264	Opo	lgn	language	lgn	8.47526	33.853	Africa
17320	komo1258	tree/koma1264/opuu1238/twam1235/komo1258	koma1264	Komo (Sudan-Ethiopia)	xom	language	xom	8.94162	34.0939	Africa
17321	uduk1239	tree/koma1264/opuu1238/twam1235/uduk1239	koma1264	Uduk	udu	language	udu	9.16012	34.2293	Africa
17327	kond1303	tree/kond1302/kond1303	kond1302	Yaben (Konda)	knd	language	knd	-1.82635	132.06	Papunesia
17328	yaha1248	tree/kond1302/yaha1248	kond1302	Yahadian	ner	language	ner	-1.94317	132.096	Papunesia
17330	jeju1234	tree/kore1284/jeju1234	kore1284	Jejueo	jje	language	jje	33.3805	126.5554	Eurasia
17331	kore1280	tree/kore1284/kore1280	kore1284	Korean	kor	language	kor	37.54	126.98	Eurasia
17346	ajas1235	tree/kres1240/ajas1235	kres1240	Aja (South Sudan)	aja	language	aja	8.58003	25.6122	Africa
17348	dong1296	tree/kres1240/kres1241/dong1296	kres1240	Dongo Kresh	NOCODE_Dongo-Kresh	language		10.0	24.6	Africa
17349	gbay1288	tree/kres1240/kres1241/gbay1288	kres1240	Kresh-Woro	krs	language	krs	8.43391	25.0	Africa
17360	bakw1243	tree/krua1234/east2415/bakw1242/bakw1243	krua1234	Bakwé	bjw	language	bjw	5.23123	-6.51077	Africa
17366	wane1242	tree/krua1234/east2415/bakw1242/wane1242	krua1234	Wané	hwa	language	hwa	4.85171	-6.44406	Africa
17369	gagn1235	tree/krua1234/east2415/bete1265/east2416/gagn1235	krua1234	Gagnoa Bété	btg	language	btg	6.10051	-5.9701	Africa
17376	kouy1238	tree/krua1234/east2415/bete1265/east2416/kouy1238	krua1234	Kouya	kyf	language	kyf	7.27375	-6.5685	Africa
17378	dalo1238	tree/krua1234/east2415/bete1265/west2489/dalo1238	krua1234	Daloa Bété	bev	language	bev	6.69281	-6.63944	Africa
17379	godi1239	tree/krua1234/east2415/bete1265/west2489/godi1239	krua1234	Godié	god	language	god	5.3944	-5.82696	Africa
17389	guib1246	tree/krua1234/east2415/bete1265/west2489/guib1246	krua1234	Guiberoua Béte	bet	language	bet	6.13837	-6.51291	Africa
17395	gabo1234	tree/krua1234/east2415/dida1244/dida1245/gueb1239/gabo1234	krua1234	Gabogbo	gie	language	gie	5.964761	-5.841819	Africa
17396	lako1244	tree/krua1234/east2415/dida1244/dida1245/gueb1239/lako1244	krua1234	Lakota Dida	dic	language	dic	5.86012	-5.40633	Africa
17398	yoco1235	tree/krua1234/east2415/dida1244/dida1245/yoco1235	krua1234	Yocoboué Dida	gud	language	gud	5.40126	-5.12242	Africa
17401	neyo1238	tree/krua1234/east2415/dida1244/neyo1238	krua1234	Neyo	ney	language	ney	4.95048	-6.08043	Africa
17403	kodi1246	tree/krua1234/east2415/unun9909/kodi1246	krua1234	Kodia	kwp	language	kwp	5.49671	-6.31915	Africa
17405	kuwa1247	tree/krua1234/grea1300/kuwa1247	krua1234	Kuwaa	blh	language	blh	7.54885	-9.9765	Africa
17409	mobu1235	tree/krua1234/grea1300/west2485/greb1258/aizi1248/mobu1235	krua1234	Mobumrin Aizi	ahm	language	ahm	5.26847	-4.47303	Africa
17410	tiag1235	tree/krua1234/grea1300/west2485/greb1258/aizi1248/tiag1235	krua1234	Tiagbamrin Aizi	ahi	language	ahi	5.28022	-4.62352	Africa
17415	barc1235	tree/krua1234/grea1300/west2485/greb1258/greb1257/greb1256/nort3193/barc1236/barc1235	krua1234	Barclayville Grebo	gry	language	gry	4.67843	-8.09378	Africa
17419	cent2041	tree/krua1234/grea1300/west2485/greb1258/greb1257/greb1256/nort3193/barc1236/gbol1236/cent2041	krua1234	Central Grebo	grv	language	grv	4.88038	-7.88667	Africa
17425	gbol1235	tree/krua1234/grea1300/west2485/greb1258/greb1257/greb1256/nort3193/barc1236/gbol1236/gbol1235	krua1234	Gboloo Grebo	gec	language	gec	4.75405	-7.66699	Africa
17430	nort2810	tree/krua1234/grea1300/west2485/greb1258/greb1257/greb1256/nort3193/nort2810	krua1234	Northern Grebo	gbo	language	gbo	5.17103	-8.1409	Africa
17445	sout2826	tree/krua1234/grea1300/west2485/greb1258/greb1257/greb1256/sout2826	krua1234	Southern Grebo	grj	language	grj	4.47607	-7.56872	Africa
17451	pyek1235	tree/krua1234/grea1300/west2485/greb1258/greb1257/ivor1240/pyek1235	krua1234	Pye Krumen	pye	language	pye	5.00716	-7.01481	Africa
17461	plap1239	tree/krua1234/grea1300/west2485/greb1258/greb1257/ivor1240/tepo1241/plap1239	krua1234	Plapo Krumen	ktj	language	ktj	4.56109	-7.30644	Africa
17462	tepo1239	tree/krua1234/grea1300/west2485/greb1258/greb1257/ivor1240/tepo1241/tepo1239	krua1234	Tepo Krumen	ted	language	ted	5.16267	-7.66346	Africa
17474	dewo1238	tree/krua1234/grea1300/west2485/weeb1234/bass1266/bass1262/dewo1238	krua1234	Dewoin	dee	language	dee	6.56113	-10.9076	Africa
17475	gbii1242	tree/krua1234/grea1300/west2485/weeb1234/bass1266/bass1262/gbii1242	krua1234	Gbii	ggb	language	ggb	5.87021	-8.9346	Africa
17478	nucl1418	tree/krua1234/grea1300/west2485/weeb1234/bass1266/bass1262/nucl1418	krua1234	Bassa	bsq	language	bsq	7.27501	-11.543	Africa
17486	klao1243	tree/krua1234/grea1300/west2485/weeb1234/bass1266/klao1242/klao1243	krua1234	Klao	klu	language	klu	5.05	-8.85	Africa
17491	taju1238	tree/krua1234/grea1300/west2485/weeb1234/bass1266/klao1242/taju1238	krua1234	Tajuasohn	tja	language	tja	5.50685	-8.98904	Africa
17493	east2414	tree/krua1234/grea1300/west2485/weeb1234/weea1234/east2414	krua1234	Konobo-Eastern Krahn	kqo	language	kqo	5.83555	-7.85454	Africa
17499	daho1238	tree/krua1234/grea1300/west2485/weeb1234/weea1234/guer1244/daho1238	krua1234	Daho-Doo	das	language	das	5.72458	-7.3558	Africa
17500	glar1241	tree/krua1234/grea1300/west2485/weeb1234/weea1234/guer1244/glar1241	krua1234	Glaro-Twabo	glr	language	glr	5.23264	-7.50317	Africa
17503	glio1241	tree/krua1234/grea1300/west2485/weeb1234/weea1234/guer1244/glio1241	krua1234	Glio-Oubi	oub	language	oub	5.39966	-7.50585	Africa
17505	weso1238	tree/krua1234/grea1300/west2485/weeb1234/weea1234/guer1244/guer1240/weso1238	krua1234	Wè Southern	gxx	language	gxx	6.50013	-7.63427	Africa
17515	wewe1238	tree/krua1234/grea1300/west2485/weeb1234/weea1234/guer1244/guer1240/wewe1238	krua1234	Wè Western	wec	language	wec	6.36463	-8.40234	Africa
17518	sapo1251	tree/krua1234/grea1300/west2485/weeb1234/weea1234/guer1244/sapo1251	krua1234	Sapo	krn	language	krn	5.69555	-8.49229	Africa
17525	west2488	tree/krua1234/grea1300/west2485/weeb1234/weea1234/guer1244/west2488	krua1234	Western Krahn	krw	language	krw	6.14415	-8.40954	Africa
17534	nyab1255	tree/krua1234/grea1300/west2485/weeb1234/weea1234/nyab1255	krua1234	Nyabwa	nwb	language	nwb	6.87615	-6.84428	Africa
17537	weno1238	tree/krua1234/grea1300/west2485/weeb1234/weea1234/weno1238	krua1234	Wobe-Wè Northern	wob	language	wob	7.40391	-7.24617	Africa
17541	kuja1239	tree/kuja1239	kuja1239	Kujarge	vkj	language	vkj	11.7473	22.1956	Africa
17543	ikkk1242	tree/kuli1252/ikkk1242	kuli1252	Ik	ikx	language	ikx	3.61407	34.2507	Africa
17545	nyan1313	tree/kuli1252/ngan1305/nyan1313	kuli1252	Nyang'i	nyp	language	nyp	3.4997	33.73651	Africa
17546	sooo1256	tree/kuli1252/ngan1305/sooo1256	kuli1252	Soo	teu	language	teu	2.58367	34.7595	Africa
17547	kuna1268	tree/kuna1268	kuna1268	Kunama	kun	language	kun	14.5879	37.5292	Africa
17557	kung1259	tree/kung1259	kung1259	Kungarakany	ggk	language	ggk	-12.7	130.881	Australia
17559	bian1252	tree/kuni1270/bian1252	kuni1270	Biangai	big	language	big	-7.33882	146.765	Papunesia
17562	kuni1267	tree/kuni1270/kuni1267	kuni1270	Kunimaipa	kup	language	kup	-8.09371	146.908	Papunesia
17568	amam1246	tree/kuni1270/weri1254/amam1246	kuni1270	Amam	NOCODE_Amam	language		-7.9	146.92	Papunesia
17569	weri1253	tree/kuni1270/weri1254/weri1253	kuni1270	Weri	wer	language	wer	-7.71834	146.914	Papunesia
17573	kunz1244	tree/kunz1244	kunz1244	Kunza	kuz	language	kuz	-23.0	-69.0	South America
17574	kuot1243	tree/kuot1243	kuot1243	Kuot	kto	language	kto	-3.06952	151.537	Papunesia
17575	kusu1250	tree/kusu1250	kusu1250	Kusunda	kgg	language	kgg	28.33	82.6	Eurasia
17576	kute1249	tree/kute1249	kute1249	Kutenai	kut	language	kut	48.7892	-115.065	North America
17579	hume1246	tree/kwal1257/hume1245/hume1246	kwal1257	Humene	huf	language	huf	-9.70693	147.562	Papunesia
17582	uare1241	tree/kwal1257/hume1245/uare1241	kwal1257	Uare	ksj	language	ksj	-9.69571	147.687	Papunesia
17585	mula1254	tree/kwal1257/mula1254	kwal1257	Mulaha	mfw	language	mfw	-9.68333	147.45	Papunesia
17588	kwaz1243	tree/kwaz1243	kwaz1243	Kwaza	xwa	language	xwa	-11.6667	-61.1833	South America
17590	isir1237	tree/kwer1242/isir1237	kwer1242	Isirawa	srl	language	srl	-1.88775	138.595	Papunesia
17595	bagu1251	tree/kwer1242/kwer1240/kwer1262/bagu1251	kwer1242	Bagusa	bqb	language	bqb	-1.98844	137.914	Papunesia
17596	kauw1242	tree/kwer1242/kwer1240/kwer1262/kauw1242	kwer1242	Kauwera	xau	language	xau	-2.22799	138.157	Papunesia
17597	kwer1263	tree/kwer1242/kwer1240/kwer1262/kwer1263	kwer1242	Kwerba Mamberamo	xwr	language	xwr	-2.56457	138.436	Papunesia
17598	nucl1595	tree/kwer1242/kwer1240/kwer1262/nucl1595	kwer1242	Kwerba	kwe	language	kwe	-2.2137	138.486	Papunesia
17602	trim1239	tree/kwer1242/kwer1240/kwer1262/trim1239	kwer1242	Trimuris	tip	language	tip	-2.15863	138.027	Papunesia
17604	airo1242	tree/kwer1242/kwer1240/west1486/airo1242	kwer1242	Airoran	air	language	air	-1.8522	138.158	Papunesia
17605	sama1240	tree/kwer1242/kwer1240/west1486/sama1240	kwer1242	Samarokena	tmj	language	tmj	-1.84878	138.34	Papunesia
17607	naii1241	tree/kwom1263/naii1241	kwom1263	Nai	bio	language	bio	-3.73034	141.273	Papunesia
17608	nucl1593	tree/kwom1263/nucl1593	kwom1263	Kwomtari	kwo	language	kwo	-3.50718	141.488	Papunesia
17612	hoaa1235	tree/kxaa1236/hoaa1235	kxaa1236	Amkoe	huc	language	huc	-23.93447	24.69828	Africa
17617	cent2300	tree/kxaa1236/juku1256/cent2300	kxaa1236	Central Ju	NOCODE_Central-Ju	language		-19.566667	18.116667	Africa
17618	juho1239	tree/kxaa1236/juku1256/juho1239	kxaa1236	South-Eastern Ju	ktz	language	ktz	-19.688	20.7673	Africa
17622	kung1261	tree/kxaa1236/juku1256/kung1261	kxaa1236	North-Central Ju	knw	language	knw	-21.92	18.0	Africa
17623	vase1234	tree/kxaa1236/juku1256/vase1234	kxaa1236	Northern Ju	vaj	language	vaj	-18.2675	18.1864	Africa
17624	laal1242	tree/laal1242	laal1242	Laal	gdm	language	gdm	10.0063	17.6143	Africa
17627	lafo1243	tree/lafo1243	lafo1243	Lafofa	laf	language	laf	10.3357	30.7331	Africa
17633	foau1240	tree/lake1255/east2500/foau1240	lake1255	Abawiri	flh	language	flh	-3.04582	139.213	Papunesia
17634	tawo1244	tree/lake1255/east2500/tawo1244	lake1255	Taworta	tbp	language	tbp	-3.43455	139.061	Papunesia
17636	awer1241	tree/lake1255/farw1236/awer1241	lake1255	Awera	awr	language	awr	-2.71886	136.063	Papunesia
17638	rasa1243	tree/lake1255/farw1236/rasa1242/rasa1243	lake1255	Rasawa	rac	language	rac	-2.37609	136.352	Papunesia
17639	sapo1254	tree/lake1255/farw1236/rasa1242/sapo1254	lake1255	Saponi	spi	language	spi	-2.385	136.497	Papunesia
17642	edop1238	tree/lake1255/tari1255/cent2110/edop1238	lake1255	Edopi	dbf	language	dbf	-3.11078	137.387	Papunesia
17643	iauu1242	tree/lake1255/tari1255/cent2110/iauu1242	lake1255	Iau	tmu	language	tmu	-3.14537	137.69	Papunesia
17647	duvl1242	tree/lake1255/tari1255/duvl1242	lake1255	Duvle	duv	language	duv	-3.21832	137.964	Papunesia
17652	dout1240	tree/lake1255/tari1255/east2502/dout1239/dout1240	lake1255	Doutai	tds	language	tds	-3.24832	138.22	Papunesia
17653	kaiy1239	tree/lake1255/tari1255/east2502/dout1239/kaiy1239	lake1255	Kaiy	tcq	language	tcq	-2.94448	138.161	Papunesia
17654	kwer1264	tree/lake1255/tari1255/east2502/dout1239/kwer1264	lake1255	Kwerisa	kkb	language	kkb	-2.99145	138.135	Papunesia
17655	papa1269	tree/lake1255/tari1255/east2502/dout1239/papa1269	lake1255	Papasena	pas	language	pas	-2.87535	138.605	Papunesia
17656	wari1264	tree/lake1255/tari1255/east2502/dout1239/wari1264	lake1255	Waritai	wbe	language	wbe	-3.23021	138.456	Papunesia
17658	biri1259	tree/lake1255/tari1255/east2502/erit1238/biri1259	lake1255	Biritai	bqq	language	bqq	-2.92042	137.68	Papunesia
17659	erit1239	tree/lake1255/tari1255/east2502/erit1238/erit1239	lake1255	Eritai	ert	language	ert	-2.71182	138.053	Papunesia
17660	obok1239	tree/lake1255/tari1255/east2502/erit1238/obok1239	lake1255	Obokuitai	afz	language	afz	-2.88029	137.924	Papunesia
17661	sika1263	tree/lake1255/tari1255/east2502/sika1263	lake1255	Sikaritai	tty	language	tty	-2.80285	138.287	Papunesia
17664	fayu1238	tree/lake1255/tari1255/west2582/fayu1239/fayu1238	lake1255	Fayu	fau	language	fau	-3.14497	136.867	Papunesia
17665	kiri1256	tree/lake1255/tari1255/west2582/fayu1239/kiri1256	lake1255	Kirikiri	kiy	language	kiy	-3.18494	137.282	Papunesia
17668	taus1252	tree/lake1255/tari1255/west2582/taus1252	lake1255	Tause	tad	language	tad	-2.8406	136.899	Papunesia
17672	lara1258	tree/lara1258	lara1258	Laragia	lrg	language	lrg	-12.4111	130.922	Australia
17673	lavu1241	tree/lavu1241	lavu1241	Lavukaleve	lvk	language	lvk	-9.05569	159.119	Papunesia
17674	leco1242	tree/leco1242	leco1242	Leco	lec	language	lec	-15.0092	-67.8818	South America
17677	amap1240	tree/left1242/nucl1244/amap1240	left1242	Ama (Papua New Guinea)	amm	language	amm	-4.20192	141.658	Papunesia
17679	bopa1235	tree/left1242/nucl1244/iter1240/bopa1235	left1242	Bo (Papua New Guinea)	bpw	language	bpw	-4.32114	141.45	Papunesia
17683	iter1241	tree/left1242/nucl1244/iter1240/iter1241	left1242	Iteri	itr	language	itr	-4.11998	141.585	Papunesia
17685	nakw1240	tree/left1242/nucl1244/nimo1248/nakw1240	left1242	Nakwi	nax	language	nax	-4.27412	141.601	Papunesia
17686	nimo1247	tree/left1242/nucl1244/nimo1248/nimo1247	left1242	Nimo	niw	language	niw	-4.3582	141.578	Papunesia
17687	owin1240	tree/left1242/owin1240	left1242	Owiniga	owi	language	owi	-4.47476	141.697	Papunesia
17689	lenc1242	tree/lenc1239/lenc1242	lenc1239	Lenca-Honduras	NOCODE_Lenca-Honduras	language		13.667338	-87.49878	North America
17690	lenc1243	tree/lenc1239/lenc1243	lenc1239	Lenca-Salvador	NOCODE_Lenca-Salvador	language		13.560562	-88.114014	North America
17693	anga1316	tree/leng1261/east2852/anga1316	leng1261	Angaité	aqt	language	aqt	-22.85	-58.45	South America
17694	guan1268	tree/leng1261/east2852/guan1268	leng1261	Guaná (Paraguay)	gva	language	gva	-21.9803	-58.0654	South America
17697	sana1298	tree/leng1261/east2852/sana1298	leng1261	Sanapaná	spn	language	spn	-22.49	-58.38	South America
17698	toba1268	tree/leng1261/east2852/toba1268	leng1261	Toba-Enenlhet	tmf	language	tmf	-21.5474	-58.0158	South America
17700	nort2971	tree/leng1261/leng1262/nort2971	leng1261	Enlhet Norte	enl	language	enl	-22.54	-58.98	South America
17701	sout2989	tree/leng1261/leng1262/sout2989	leng1261	Enxet Sur	enx	language	enx	-23.427556	-57.945626	South America
17703	kemb1250	tree/lepk1239/kemb1250	lepk1239	Kembra	xkw	language	xkw	-3.89065	140.434	Papunesia
17704	lepk1238	tree/lepk1239/lepk1238	lepk1239	Lepki	lpe	language	lpe	-4.1059	140.464	Papunesia
17705	murk1238	tree/lepk1239/murk1238	lepk1239	Murkim	rmh	language	rmh	-4.07548	140.913	Papunesia
17707	nucl1327	tree/limi1242/nucl1327	limi1242	Limilngan	lmc	language	lmc	-12.4294	131.845	Australia
17708	wuln1239	tree/limi1242/wuln1239	limi1242	Wulna	wux	language	wux	-12.3022	131.261	Australia
17710	ango1255	tree/lowe1423/ango1255	lowe1423	Angoram	aog	language	aog	-4.07758	144.028	Papunesia
17711	cham1313	tree/lowe1423/cham1313	lowe1423	Chambri	can	language	can	-4.27831	143.097	Papunesia
17713	tabr1243	tree/lowe1423/kara1498/tabr1243	lowe1423	Tabriak	tzx	language	tzx	-4.49162	143.593	Papunesia
17714	yima1243	tree/lowe1423/kara1498/yima1243	lowe1423	Yimas	yee	language	yee	-4.71731	143.572	Papunesia
17716	kopa1248	tree/lowe1423/norr1244/kopa1248	lowe1423	Kopar	xop	language	xop	-3.98259	144.466	Papunesia
17717	muri1260	tree/lowe1423/norr1244/muri1260	lowe1423	Murik (Papua New Guinea)	mtf	language	mtf	-3.86959	144.166	Papunesia
17718	lule1238	tree/lule1238	lule1238	Lule	ule	language	ule	-25.221839	-61.887818	South America
17723	mass1262	tree/maba1274/maba1275/maba1276/masa1301/mass1262	maba1274	Massalat	mdg	language	mdg	13.5157	19.7348	Africa
17724	nucl1440	tree/maba1274/maba1275/maba1276/masa1301/nucl1440	maba1274	Masalit	mls	language	mls	13.2733	22.1752	Africa
17730	surb1238	tree/maba1274/maba1275/maba1276/masa1301/surb1238	maba1274	Surbakhal	sbj	language	sbj	13.1331	21.6243	Africa
17732	kara1484	tree/maba1274/maba1275/maba1276/nucl1441/kara1484	maba1274	Karanga	kth	language	kth	13.1748	20.6354	Africa
17737	kend1253	tree/maba1274/maba1275/maba1276/nucl1441/kend1253	maba1274	Kendeje	klf	language	klf	13.24447	21.53955	Africa
17740	maba1277	tree/maba1274/maba1275/maba1276/nucl1441/maba1277	maba1274	Maba (Chad)	mde	language	mde	12.89147	20.8889	Africa
17752	marf1238	tree/maba1274/maba1275/maba1276/nucl1441/marf1238	maba1274	Marfa	mvu	language	mvu	13.1568	20.7882	Africa
17754	kibe1241	tree/maba1274/maba1275/rung1257/kibe1241	maba1274	Kibet	kie	language	kie	11.32054	20.87674	Africa
17758	rung1258	tree/maba1274/maba1275/rung1257/rung1258	maba1274	Runga	rou	language	rou	9.7154	20.9945	Africa
17759	mimi1241	tree/maba1274/mimi1241	maba1274	Mimi-Nachtigal	NOCODE_Mimi-Nachtigal	language		14.302046	20.724106	Africa
17760	maib1239	tree/maib1239	maib1239	Maybrat-Karon	ayz	language	ayz	-1.3679	132.591	Papunesia
17768	nise1244	tree/maid1262/nise1244	maid1262	Nisenan	nsz	language	nsz	38.047	-120.393	North America
17769	nort2951	tree/maid1262/nort2951	maid1262	Northwest Maidu	mjd	language	mjd	39.6721	-121.368	North America
17770	nort2952	tree/maid1262/nort2952	maid1262	Northeast Maidu	nmu	language	nmu	40.4102	-120.645	North America
17771	vall1252	tree/maid1262/vall1252	maid1262	Valley Maidu	vmv	language	vmv	39.8078	-121.191	North America
17774	bauw1240	tree/mail1249/bauw1241/bauw1240	mail1249	Bauwaki	bwk	language	bwk	-9.82577	148.815	Papunesia
17775	ooku1235	tree/mail1249/bauw1241/ooku1235	mail1249	Ooku	NOCODE_Ooku	language		-10.13509	149.100566	Papunesia
17777	bina1274	tree/mail1249/bina1273/bina1274	mail1249	Binahari-Ma	NOCODE_Binahari-Ma	language		-10.133855	148.723092	Papunesia
17778	bina1275	tree/mail1249/bina1273/bina1275	mail1249	Binahari-Neme	bxz	language	bxz	-10.0874	148.835	Papunesia
17779	domu1245	tree/mail1249/domu1245	mail1249	Domu	dof	language	dof	-10.151	148.45	Papunesia
17780	laua1245	tree/mail1249/laua1245	mail1249	Laua	luf	language	luf	-10.16145	149.25747	Papunesia
17781	mail1248	tree/mail1249/mail1248	mail1249	Mailu	mgu	language	mgu	-10.3657	149.521	Papunesia
17791	mora1273	tree/mail1249/mora1273	mail1249	Morawa	mze	language	mze	-10.1321	148.671	Papunesia
17793	merr1239	tree/mair1253/merr1239	mair1253	Mer	mnu	language	mnu	-3.3828	134.731	Papunesia
17794	nucl1594	tree/mair1253/nucl1594	mair1253	Mairasi	zrs	language	zrs	-3.4511	134.071	Papunesia
