	glottocode	path	toplevelfamily	name	hid	level	iso639-3	latitude	longitude	macroareas
641	ngam1282	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/bole1261/nucl1735/gala1265/kirf1234/ngam1283/ngam1282	afro1255	Ngamo	nbh	language	nbh	12.0048	11.2108	Africa
644	gera1246	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/bole1261/nucl1735/gera1247/gera1248/gera1246	afro1255	Gera	gew	language	gew	10.4331	10.12	Africa
645	geru1240	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/bole1261/nucl1735/gera1247/gera1248/geru1240	afro1255	Geruma	gea	language	gea	10.4775	9.78484	Africa
650	deno1239	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/bole1261/nucl1735/gera1247/kubi1240/deno1239	afro1255	Deno	dbb	language	dbb	10.63147	10.43937	Africa
651	kubi1239	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/bole1261/nucl1735/gera1247/kubi1240/kubi1239	afro1255	Kubi	kof	language	kof	10.6274	10.2746	Africa
653	bure1242	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/bole1261/unun9876/bure1242	afro1255	Bure	bvh	language	bvh	10.4603	10.4554	Africa
654	khol1240	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/bole1261/unun9876/khol1240	afro1255	Kholok	ktc	language	ktc	9.33645	10.9671	Africa
656	maak1236	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/bole1261/unun9876/maak1236	afro1255	Maaka	mew	language	mew	11.5007	11.9035	Africa
657	nyam1285	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/bole1261/unun9876/nyam1285	afro1255	Nyam	nmi	language	nmi	9.18024	10.83652	Africa
659	dera1248	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/tang1366/dera1248	afro1255	Dera (Nigeria)	kna	language	kna	10.072	12.0256	Africa
664	kush1236	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/tang1366/tang1367/kush1236	afro1255	Kushi	kuh	language	kuh	9.40731	10.9396	Africa
665	pero1241	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/tang1366/tang1367/pero1241	afro1255	Pero	pip	language	pip	9.62092	11.044	Africa
666	piya1245	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/tang1366/tang1367/piya1245	afro1255	Piya-Kwonci	piy	language	piy	9.31975	10.8379	Africa
671	kutt1236	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/tang1366/tang1367/tang1378/kwam1256/kutt1236	afro1255	Kutto	kpa	language	kpa	10.7074	11.4953	Africa
672	kwaa1269	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/tang1366/tang1367/tang1378/kwam1256/kwaa1269	afro1255	Kwaami	ksq	language	ksq	10.4141	11.0192	Africa
673	nucl1696	tree/afro1255/chad1250/west2785/west2714/west2799/west2715/tang1366/tang1367/tang1378/nucl1696	afro1255	Tangale	tan	language	tan	9.75444	11.3228	Africa
680	goem1240	tree/afro1255/chad1250/west2785/west2714/west2799/west2717/anga1311/goem1240	afro1255	Goemai	ank	language	ank	8.74455	9.72453	Africa
681	mont1280	tree/afro1255/chad1250/west2785/west2714/west2799/west2717/anga1311/mont1280	afro1255	Montol	mtl	language	mtl	9.01778	9.65014	Africa
686	koen1239	tree/afro1255/chad1250/west2785/west2714/west2799/west2717/anga1311/tali1264/piap1250/koen1239	afro1255	Koenoem	kcs	language	kcs	9.01129	9.46622	Africa
687	pyap1239	tree/afro1255/chad1250/west2785/west2714/west2799/west2717/anga1311/tali1264/piap1250/pyap1239	afro1255	Pyapun	pcw	language	pcw	9.09539	9.43733	Africa
688	tall1250	tree/afro1255/chad1250/west2785/west2714/west2799/west2717/anga1311/tali1264/tall1250	afro1255	Tal	tal	language	tal	9.15354	9.50774	Africa
689	yiwo1237	tree/afro1255/chad1250/west2785/west2714/west2799/west2717/anga1311/yiwo1237	afro1255	Yiwom	gek	language	gek	8.97395	9.78757	Africa
690	beln1234	tree/afro1255/chad1250/west2785/west2714/west2799/west2717/beln1234	afro1255	Belneng	glb	language	glb	9.221681	9.534716	Africa
692	cakf1236	tree/afro1255/chad1250/west2785/west2714/west2799/west2717/kofy1243/cakf1236	afro1255	Cakfem-Mushere	cky	language	cky	9.00924	9.16071	Africa
696	jort1240	tree/afro1255/chad1250/west2785/west2714/west2799/west2717/kofy1243/kofy1244/jort1240	afro1255	Jakattoe	jrt	language	jrt	9.065	9.361	Africa
697	kofy1242	tree/afro1255/chad1250/west2785/west2714/west2799/west2717/kofy1243/kofy1244/kofy1242	afro1255	Pan	kwl	language	kwl	8.79947	9.15279	Africa
706	nucl1698	tree/afro1255/chad1250/west2785/west2714/west2799/west2717/kofy1243/kofy1244/nucl1698	afro1255	Nteng	nqt	language	nqt	9.007	9.086	Africa
707	mish1244	tree/afro1255/chad1250/west2785/west2714/west2799/west2717/kofy1243/mish1244	afro1255	Miship	mjs	language	mjs	9.20477	9.33752	Africa
709	mwag1236	tree/afro1255/chad1250/west2785/west2714/west2799/west2717/mwag1236	afro1255	Mwaghavul	sur	language	sur	9.47205	8.96522	Africa
713	ngas1240	tree/afro1255/chad1250/west2785/west2714/west2799/west2717/ngas1240	afro1255	Ngas	anc	language	anc	9.32042	9.46146	Africa
718	duwa1244	tree/afro1255/chad1250/west2785/west2790/west2710/duwa1244	afro1255	Duwai	dbp	language	dbp	12.803	11.3367	Africa
720	ngiz1242	tree/afro1255/chad1250/west2785/west2790/west2710/ngiz1243/ngiz1242	afro1255	Ngizim	ngi	language	ngi	12.1051	11.0178	Africa
722	bade1248	tree/afro1255/chad1250/west2785/west2790/west2710/ngiz1243/shir1274/bade1248	afro1255	Bade	bde	language	bde	12.789	10.6557	Africa
728	auyo1240	tree/afro1255/chad1250/west2785/west2790/west2710/ngiz1243/shir1274/shir1276/auyo1240	afro1255	Auyokawa	auo	language	auo	9.85747	11.322	Africa
729	tesh1239	tree/afro1255/chad1250/west2785/west2790/west2710/ngiz1243/shir1274/shir1276/tesh1239	afro1255	Teshenawa	twc	language	twc	9.64189	8.35594	Africa
731	diri1259	tree/afro1255/chad1250/west2785/west2790/west2712/diri1259	afro1255	Diri	dwa	language	dwa	11.1701	9.32363	Africa
733	ciwo1236	tree/afro1255/chad1250/west2785/west2790/west2712/nucl1830/ciwo1236	afro1255	Ciwogai	tgd	language	tgd	10.8881	9.88558	Africa
734	mbur1239	tree/afro1255/chad1250/west2785/west2790/west2712/nucl1830/mbur1239	afro1255	Mburku	bbt	language	bbt	10.9276	9.81365	Africa
736	miya1266	tree/afro1255/chad1250/west2785/west2790/west2712/nucl1830/warj1254/miya1266	afro1255	Miya	mkf	language	mkf	10.9234	9.71505	Africa
742	kari1316	tree/afro1255/chad1250/west2785/west2790/west2712/nucl1830/warj1254/warj1255/kari1316	afro1255	Kariya	kil	language	kil	11.0119	9.63992	Africa
743	warj1253	tree/afro1255/chad1250/west2785/west2790/west2712/nucl1830/warj1254/warj1255/warj1253	afro1255	Warji-Gala	wji	language	wji	11.1718	9.56925	Africa
747	ajaw1236	tree/afro1255/chad1250/west2785/west2790/west2712/nucl1830/west2998/ajaw1236	afro1255	Ajawa	ajw	language	ajw	10.21	9.89205	Africa
748	paaa1242	tree/afro1255/chad1250/west2785/west2790/west2712/nucl1830/west2998/paaa1242	afro1255	Pa'a	pqa	language	pqa	11.0175	9.30091	Africa
749	siri1278	tree/afro1255/chad1250/west2785/west2790/west2712/nucl1830/west2998/siri1278	afro1255	Siri	sir	language	sir	10.764	9.66743	Africa
750	zumb1240	tree/afro1255/chad1250/west2785/west2790/west2712/nucl1830/zumb1240	afro1255	Zumbun	jmb	language	jmb	10.827	9.9683	Africa
754	bogh1241	tree/afro1255/chad1250/west2785/west2790/west2800/sout3161/bogh1240/bogh1241	afro1255	Boghom	bux	language	bux	9.49679	10.11454	Africa
756	kirb1236	tree/afro1255/chad1250/west2785/west2790/west2800/sout3161/bogh1240/kirm1251/kirb1236	afro1255	Kir-Balar	kkr	language	kkr	10.1456	9.77003	Africa
757	mang1416	tree/afro1255/chad1250/west2785/west2790/west2800/sout3161/bogh1240/kirm1251/mang1416	afro1255	Mangas	zns	language	zns	10.0839	9.76103	Africa
759	guru1271	tree/afro1255/chad1250/west2785/west2790/west2800/sout3161/guru1272/guru1271	afro1255	Guruntum-Mbaaru	grd	language	grd	9.87332	10.162	Africa
767	jimi1255	tree/afro1255/chad1250/west2785/west2790/west2800/sout3161/guru1272/jimi1255	afro1255	Jimi (Nigeria)	jmi	language	jmi	10.7299	9.8118	Africa
770	juuu1243	tree/afro1255/chad1250/west2785/west2790/west2800/sout3161/guru1272/tala1296/juuu1243	afro1255	Ju	juu	language	juu	10.1845	9.81175	Africa
772	tala1295	tree/afro1255/chad1250/west2785/west2790/west2800/sout3161/guru1272/tala1296/tala1298/tala1295	afro1255	Tala	tak	language	tak	10.233	9.85457	Africa
773	zang1255	tree/afro1255/chad1250/west2785/west2790/west2800/sout3161/guru1272/tala1296/tala1298/zang1255	afro1255	Zangwal	zah	language	zah	10.2284	9.74694	Africa
777	nucl1692	tree/afro1255/chad1250/west2785/west2790/west2800/sout3162/nort3190/geji1246/nucl1692	afro1255	Gyaazi	gyz	language	gyz	10.34776	9.64965	Africa
781	zara1252	tree/afro1255/chad1250/west2785/west2790/west2800/sout3162/nort3190/geji1246/zara1252	afro1255	Bu (Zaranda)	zbu	language	zbu	10.28	9.57	Africa
783	luri1256	tree/afro1255/chad1250/west2785/west2790/west2800/sout3162/nort3190/nyam1284/luri1256	afro1255	Luri	ldd	language	ldd	10.059	9.59745	Africa
785	buli1260	tree/afro1255/chad1250/west2785/west2790/west2800/sout3162/nort3190/nyam1284/polc1245/buli1260	afro1255	Buli (Bauchi State)	uly	language	uly	10.22809	9.77206	Africa
786	polc1243	tree/afro1255/chad1250/west2785/west2790/west2800/sout3162/nort3190/nyam1284/polc1245/polc1243	afro1255	Pesse	pze	language	pze	10.1346	9.5961	Africa
788	lund1276	tree/afro1255/chad1250/west2785/west2790/west2800/sout3162/nort3190/nyam1284/polc1245/zuli1234/lund1276	afro1255	Dir-Nyamzak-Mbarimi	nzr	language	nzr	10.16017	9.7391	Africa
792	zull1239	tree/afro1255/chad1250/west2785/west2790/west2800/sout3162/nort3190/nyam1284/polc1245/zuli1234/zull1239	afro1255	Zul	zlu	language	zlu	10.22572	9.58254	Africa
794	dass1243	tree/afro1255/chad1250/west2785/west2790/west2800/sout3162/sout3170/dass1243	afro1255	Dass	dot	language	dot	9.9325	9.51838	Africa
800	dyar1234	tree/afro1255/chad1250/west2785/west2790/west2800/sout3162/sout3170/zaks1240/dyar1234	afro1255	Dyarim	dyr	language	dyr	10.03	9.065	Africa
801	saya1246	tree/afro1255/chad1250/west2785/west2790/west2800/sout3162/sout3170/zaks1240/saya1246	afro1255	Saya	say	language	say	9.69441	9.71748	Africa
809	zari1242	tree/afro1255/chad1250/west2785/west2790/west2800/sout3162/sout3170/zaks1240/zari1242	afro1255	Zari	zaz	language	zaz	9.71269	9.40332	Africa
813	lush1256	tree/afro1255/chad1250/west2785/west2790/west2800/sout3162/sout3170/zeem1243/lush1256	afro1255	Dokshi	dsk	language	dsk	10.03206	9.41984	Africa
815	dans1239	tree/afro1255/chad1250/west2785/west2790/west2800/sout3162/sout3170/zeem1243/nucl1831/dans1239	afro1255	Chaari	cxh	language	cxh	10.00982	9.20784	Africa
816	nucl1693	tree/afro1255/chad1250/west2785/west2790/west2800/sout3162/sout3170/zeem1243/nucl1831/nucl1693	afro1255	Tulai	tvi	language	tvi	10.06673	9.28484	Africa
817	zeem1242	tree/afro1255/chad1250/west2785/west2790/west2800/sout3162/sout3170/zeem1243/nucl1831/zeem1242	afro1255	Zeem	zem	language	zem	10.1464	9.2826	Africa
819	beja1238	tree/afro1255/cush1243/beja1238	afro1255	Beja	bej	language	bej	17.2436	36.6666	Africa
827	awng1244	tree/afro1255/cush1243/cent2193/awng1244	afro1255	Awngi	awn	language	awn	10.9819	36.6916	Africa
833	bili1260	tree/afro1255/cush1243/cent2193/nort3158/nort3163/bili1260	afro1255	Bilin	byn	language	byn	15.7833	38.3917	Africa
834	xamt1239	tree/afro1255/cush1243/cent2193/nort3158/nort3163/xamt1239	afro1255	Xamtanga	xan	language	xan	12.4479	38.8352	Africa
839	qima1242	tree/afro1255/cush1243/cent2193/nort3158/qima1242	afro1255	Qimant	ahg	language	ahg	12.8119	37.0542	Africa
845	daha1245	tree/afro1255/cush1243/east2699/daha1245	afro1255	Dahalo	dal	language	dal	-2.1843	40.37	Africa
847	burj1242	tree/afro1255/cush1243/east2699/high1285/burj1242	afro1255	Burji	bji	language	bji	4.44624	38.4646	Africa
851	hadi1240	tree/afro1255/cush1243/east2699/high1285/sida1247/hadi1241/hadi1242/hadi1240	afro1255	Hadiyya	hdy	language	hdy	7.57377	37.7577	Africa
854	libi1250	tree/afro1255/cush1243/east2699/high1285/sida1247/hadi1241/hadi1242/libi1250	afro1255	Libido	liq	language	liq	8.09761	38.4997	Africa
856	alab1254	tree/afro1255/cush1243/east2699/high1285/sida1247/hadi1241/kamb1318/alab1254	afro1255	Alaba-K'abeena	alw	language	alw	7.39014	38.1732	Africa
857	kamb1316	tree/afro1255/cush1243/east2699/high1285/sida1247/hadi1241/kamb1318/kamb1316	afro1255	Kambaata	ktb	language	ktb	7.37582	37.9088	Africa
862	gede1246	tree/afro1255/cush1243/east2699/high1285/sida1247/sida1248/gede1246	afro1255	Gedeo	drs	language	drs	6.18469	38.2395	Africa
863	sida1246	tree/afro1255/cush1243/east2699/high1285/sida1247/sida1248/sida1246	afro1255	Sidamo	sid	language	sid	6.74176	38.3729	Africa
866	afar1241	tree/afro1255/cush1243/east2699/lowl1267/saho1245/afar1241	afro1255	Afar	aar	language	aar	12.2281	41.8083	Africa
871	saho1246	tree/afro1255/cush1243/east2699/lowl1267/saho1245/saho1246	afro1255	Saho	ssy	language	ssy	14.75	39.75	Africa
886	buss1239	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/nucl1701/kons1242/gido1236/buss1239	afro1255	Bussa	dox	language	dox	5.74987	37.2017	Africa
887	dira1242	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/nucl1701/kons1242/gido1236/dira1242	afro1255	Dirasha	gdl	language	gdl	5.60452	37.4026	Africa
888	kons1243	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/nucl1701/kons1242/kons1243	afro1255	Konso	kxc	language	kxc	5.39111	37.53	Africa
892	bora1271	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/nucl1701/nucl1736/cent2302/cent2303/bora1271	afro1255	Borana-Arsi-Guji Oromo	gax	language	gax	1.05676	37.882	Africa
901	orma1241	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/nucl1701/nucl1736/cent2302/cent2303/orma1241	afro1255	Orma	orc	language	orc	-1.79489	39.60749	Africa
906	east2652	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/nucl1701/nucl1736/cent2302/sout3218/east2652	afro1255	Eastern Oromo	hae	language	hae	8.67428	41.4395	Africa
911	waat1238	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/nucl1701/nucl1736/cent2302/sout3218/waat1238	afro1255	Waata	ssn	language	ssn	0.55656	37.8568	Africa
912	west2721	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/nucl1701/nucl1736/west2721	afro1255	West Central Oromo	gaz	language	gaz	8.81391	36.7365	Africa
919	bais1246	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653/bais1247/bais1246	afro1255	Baiso	bsw	language	bsw	6.44892	37.7681	Africa
920	jiid1238	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653/bais1247/jiid1238	afro1255	Jiiddu	jii	language	jii	1.84353	44.1294	Africa
922	daba1260	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653/daba1261/daba1260	afro1255	Dabarre	dbr	language	dbr	1.2179	43.3304	Africa
925	tunn1238	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653/daba1261/tunn1238	afro1255	Tunni	tqq	language	tqq	1.06167	43.6847	Africa
926	giri1245	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653/giri1245	afro1255	Girirra	gii	language	gii	5.76	42.17	Africa
928	awee1242	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653/karr1237/awee1242	afro1255	Aweer	bob	language	bob	-1.40124	41.234	Africa
938	garr1259	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653/karr1237/garr1259	afro1255	Garre	gex	language	gex	2.29633	44.6862	Africa
939	maay1238	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653/maay1238	afro1255	Maay	ymm	language	ymm	3.22288	43.6182	Africa
941	rend1243	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653/rend1243	afro1255	Rendille	rel	language	rel	2.27065	37.3608	Africa
942	soma1255	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653/soma1255	afro1255	Somali	som	language	som	4.778704	45.152856	Africa
949	arbo1245	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/west2723/arbo1245	afro1255	Arbore	arv	language	arv	4.92183	36.7986	Africa
950	daas1238	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/west2723/daas1238	afro1255	Daasanach	dsh	language	dsh	4.58879	35.9888	Africa
951	elmo1238	tree/afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/west2723/elmo1238	afro1255	El Molo	elo	language	elo	2.79312	36.7619	Africa
954	gaww1239	tree/afro1255/cush1243/east2699/lowl1267/sout3055/tran1283/dull1239/gaww1239	afro1255	Ale-Gawwada	gwd	language	gwd	5.37869	37.2737	Africa
961	tsam1247	tree/afro1255/cush1243/east2699/lowl1267/sout3055/tran1283/dull1239/tsam1247	afro1255	Tsamai	tsb	language	tsb	5.3097	36.9139	Africa
962	yaak1241	tree/afro1255/cush1243/east2699/lowl1267/sout3055/tran1283/yaak1241	afro1255	Yaaku	muu	language	muu	0.46863	37.1008	Africa
964	boon1242	tree/afro1255/cush1243/east2699/unun9873/boon1242	afro1255	Boon	bnl	language	bnl	0.41988	43.1208	Africa
966	aasa1238	tree/afro1255/cush1243/sout3054/aasa1238	afro1255	Aasax	aas	language	aas	-4.00679	36.8648	Africa
967	kwad1248	tree/afro1255/cush1243/sout3054/kwad1248	afro1255	Kw'adza	wka	language	wka	-4.00743	35.1828	Africa
969	buru1320	tree/afro1255/cush1243/sout3054/west2720/buru1320	afro1255	Burunge	bds	language	bds	-5.21369	35.963	Africa
971	alag1248	tree/afro1255/cush1243/sout3054/west2720/nort3164/alag1248	afro1255	Alagwa	wbj	language	wbj	-4.64148	35.7231	Africa
973	goro1270	tree/afro1255/cush1243/sout3054/west2720/nort3164/iraq1240/goro1270	afro1255	Gorowa	gow	language	gow	-4.23575	35.7996	Africa
974	iraq1241	tree/afro1255/cush1243/sout3054/west2720/nort3164/iraq1240/iraq1241	afro1255	Iraqw	irk	language	irk	-4.19948	35.2939	Africa
977	copt1239	tree/afro1255/egyp1245/copt1239	afro1255	Coptic	cop	language	cop	29.472	31.2053	Africa
987	egyp1246	tree/afro1255/egyp1245/egyp1246	afro1255	Egyptian (Ancient)	egy	language	egy	28.381735	30.834959	Africa
995	akka1240	tree/afro1255/semi1276/east2678/akka1240	afro1255	Akkadian	akk	language	akk	33.1	44.1	Eurasia
1007	ebla1238	tree/afro1255/semi1276/east2678/ebla1238	afro1255	Eblaite	xeb	language	xeb	35.798	36.798	Eurasia
1009	amor1239	tree/afro1255/semi1276/uncl1507/amor1239	afro1255	Amorite	NOCODE_Amorite	language		34.71	40.72	Eurasia
1013	anci1245	tree/afro1255/semi1276/west2786/cent2236/arab1394/anci1245	afro1255	Ancient North Arabian	xna	language	xna	29.044	39.776	Eurasia
1022	hadr1236	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393/hadr1236	afro1255	Hadrami Arabic	ayh	language	ayh	15.4468	48.6524	Eurasia
1023	hija1235	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393/hija1235	afro1255	Hijazi Arabic	acw	language	acw	22.8346	38.9237	Eurasia
1029	jude1267	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393/jude1277/jude1267	afro1255	Judeo-Yemeni Arabic	jye	language	jye	15.0	45.0	Eurasia
1034	sana1295	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393/jude1277/sana1295	afro1255	Sanaani Arabic	ayn	language	ayn	15.6552	44.8412	Eurasia
1036	baha1259	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393/nort3402/baha1259	afro1255	Baharna Arabic	abv	language	abv	26.223615	50.580811	Eurasia
1038	dhof1235	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393/nort3402/dhof1236/dhof1235	afro1255	Dhofari Arabic	adf	language	adf	17.0796	54.4894	Eurasia
1039	shih1239	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393/nort3402/dhof1236/shih1239	afro1255	Ru'us al-Jibal	ssh	language	ssh	25.939	56.1711	Eurasia
1040	gulf1241	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393/nort3402/gulf1241	afro1255	Gulf Arabic	afb	language	afb	30.17	47.5	Eurasia
1049	najd1235	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393/nort3402/najd1235	afro1255	Najdi Arabic	ars	language	ars	30.3371	42.1773	Eurasia
1059	oman1239	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393/nort3402/oman1239	afro1255	Omani Arabic	acx	language	acx	23.25	58.5	Eurasia
1060	taiz1242	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393/taiz1242	afro1255	Ta'izzi-Adeni Arabic	acq	language	acq	13.6555	45.6411	Eurasia
1065	taji1248	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/east2729/cent2410/taji1248	afro1255	Tajiki Arabic	abh	language	abh	37.2176	67.3267	Eurasia
1069	khor1274	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/east2729/cent2410/xora1234/khor1274	afro1255	Khorasan Arabic	NOCODE_Khorasan-Arabic	language		35.857626	59.14336	Eurasia
1074	uzbe1248	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/east2729/cent2410/xora1234/uzbe1248	afro1255	Qashqa-Darya Arabic	auz	language	auz	40.2612	65.3864	Eurasia
1077	meso1252	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/east2729/meso1252	afro1255	Gilit Mesopotamian Arabic	acm	language	acm	33.8178	43.1095	Eurasia
1083	jude1266	tree/afro1255/semi1276/west2786/cent2236/arab1394/arab1395/east2729/qelt1235/jude1266	afro1255	Judeo-Iraqi Arabic	yhd	language	yhd	31.5339	41.2595	Eurasia
