glottocode	family
yare1249	Otomanguean [otom1299]
amat1238	Otomanguean [otom1299]
tlac1240	Otomanguean [otom1299]
coat1244	Otomanguean [otom1299]
coat1243	Otomanguean [otom1299]
sanb1241	Otomanguean [otom1299]
sanv1242	Otomanguean [otom1299]
elot1235	Otomanguean [otom1299]
texm1235	Otomanguean [otom1299]
zani1235	Otomanguean [otom1299]
solt1234	Otomanguean [otom1299]
toto1308	Otomanguean [otom1299]
elal1235	Otomanguean [otom1299]
lach1249	Otomanguean [otom1299]
ojit1237	Otomanguean [otom1299]
soch1239	Otomanguean [otom1299]
chil1282	Otomanguean [otom1299]
tlac1239	Otomanguean [otom1299]
usil1237	Otomanguean [otom1299]
pala1351	Otomanguean [otom1299]
tepe1279	Otomanguean [otom1299]
ozum1235	Otomanguean [otom1299]
vall1253	Otomanguean [otom1299]
lala1270	Otomanguean [otom1299]
leal1235	Otomanguean [otom1299]
tepi1241	Otomanguean [otom1299]
coma1246	Otomanguean [otom1299]
quio1240	Otomanguean [otom1299]
chic1272	Otomanguean [otom1299]
atzi1235	Otomanguean [otom1299]
sanf1262	Otomanguean [otom1299]
cent2144	Otomanguean [otom1299]
mich1246	Otomanguean [otom1299]
east2556	Otomanguean [otom1299]
tena1241	Otomanguean [otom1299]
texc1235	Otomanguean [otom1299]
mezq1235	Otomanguean [otom1299]
quer1236	Otomanguean [otom1299]
ixte1237	Otomanguean [otom1299]
tila1239	Otomanguean [otom1299]
esta1236	Otomanguean [otom1299]
temo1245	Otomanguean [otom1299]
cent2145	Otomanguean [otom1299]
nort2984	Otomanguean [otom1299]
sout2999	Otomanguean [otom1299]
chia1262	Otomanguean [otom1299]
moni1237	Otomanguean [otom1299]
azoy1236	Otomanguean [otom1299]
mali1285	Otomanguean [otom1299]
acat1239	Otomanguean [otom1299]
tlac1237	Otomanguean [otom1299]
subt1250	Otomanguean [otom1299]
oyst1235	None
paez1247	None
agob1244	Pahoturi [paho1240]
idii1243	Pahoturi [paho1240]
achu1247	Palaihnihan [pala1350]
atsu1245	Palaihnihan [pala1350]
kayt1238	Pama-Nyungan [pama1250]
alya1239	Pama-Nyungan [pama1250]
anma1239	Pama-Nyungan [pama1250]
ande1247	Pama-Nyungan [pama1250]
east2379	Pama-Nyungan [pama1250]
west2441	Pama-Nyungan [pama1250]
lowe1436	Pama-Nyungan [pama1250]
adny1235	Pama-Nyungan [pama1250]
bang1339	Pama-Nyungan [pama1250]
guya1249	Pama-Nyungan [pama1250]
kaur1267	Pama-Nyungan [pama1250]
naru1238	Pama-Nyungan [pama1250]
nauo1235	Pama-Nyungan [pama1250]
ngad1257	Pama-Nyungan [pama1250]
nugu1241	Pama-Nyungan [pama1250]
wira1265	Pama-Nyungan [pama1250]
kara1476	Pama-Nyungan [pama1250]
mang1383	Pama-Nyungan [pama1250]
nyan1301	Pama-Nyungan [pama1250]
warl1254	Pama-Nyungan [pama1250]
warl1255	Pama-Nyungan [pama1250]
mudb1240	Pama-Nyungan [pama1250]
guri1247	Pama-Nyungan [pama1250]
ngar1235	Pama-Nyungan [pama1250]
jaru1254	Pama-Nyungan [pama1250]
ngar1288	Pama-Nyungan [pama1250]
walm1241	Pama-Nyungan [pama1250]
waru1265	Pama-Nyungan [pama1250]
mart1256	Pama-Nyungan [pama1250]
wanm1242	Pama-Nyungan [pama1250]
yulp1239	Pama-Nyungan [pama1250]
kuka1246	Pama-Nyungan [pama1250]
pint1250	Pama-Nyungan [pama1250]
pint1251	Pama-Nyungan [pama1250]
ngaa1240	Pama-Nyungan [pama1250]
pitj1243	Pama-Nyungan [pama1250]
yank1247	Pama-Nyungan [pama1250]
anta1253	Pama-Nyungan [pama1250]
koka1244	Pama-Nyungan [pama1250]
pini1245	Pama-Nyungan [pama1250]
dyir1250	Pama-Nyungan [pama1250]
yaga1256	Pama-Nyungan [pama1250]
guya1250	Pama-Nyungan [pama1250]
biga1237	Pama-Nyungan [pama1250]
yuga1244	Pama-Nyungan [pama1250]
kalk1246	Pama-Nyungan [pama1250]
yala1262	Pama-Nyungan [pama1250]
gana1268	Pama-Nyungan [pama1250]
gana1278	Pama-Nyungan [pama1250]
guwa1242	Pama-Nyungan [pama1250]
yand1251	Pama-Nyungan [pama1250]
biri1256	Pama-Nyungan [pama1250]
gang1268	Pama-Nyungan [pama1250]
giya1234	Pama-Nyungan [pama1250]
gudj1237	Pama-Nyungan [pama1250]
gugu1253	Pama-Nyungan [pama1250]
waru1264	Pama-Nyungan [pama1250]
bidy1243	Pama-Nyungan [pama1250]
yand1261	Pama-Nyungan [pama1250]
gung1248	Pama-Nyungan [pama1250]
guwa1243	Pama-Nyungan [pama1250]
kung1258	Pama-Nyungan [pama1250]
mand1417	Pama-Nyungan [pama1250]
guny1241	Pama-Nyungan [pama1250]
marg1253	Pama-Nyungan [pama1250]
wadj1255	Pama-Nyungan [pama1250]
yira1239	Pama-Nyungan [pama1250]
bind1234	Pama-Nyungan [pama1250]
bind1235	Pama-Nyungan [pama1250]
bind1236	Pama-Nyungan [pama1250]
kala1377	Pama-Nyungan [pama1250]
badj1244	Pama-Nyungan [pama1250]
kala1380	Pama-Nyungan [pama1250]
ngur1261	Pama-Nyungan [pama1250]
karr1236	Pama-Nyungan [pama1250]
mith1236	Pama-Nyungan [pama1250]
dier1241	Pama-Nyungan [pama1250]
ngam1265	Pama-Nyungan [pama1250]
pirl1238	Pama-Nyungan [pama1250]
yand1253	Pama-Nyungan [pama1250]
yawa1258	Pama-Nyungan [pama1250]
arab1267	Pama-Nyungan [pama1250]
wang1290	Pama-Nyungan [pama1250]
pitt1247	Pama-Nyungan [pama1250]
wang1289	Pama-Nyungan [pama1250]
kuun1236	Pama-Nyungan [pama1250]
pirr1240	Pama-Nyungan [pama1250]
dyan1250	Pama-Nyungan [pama1250]
ngan1296	Pama-Nyungan [pama1250]
waga1260	Pama-Nyungan [pama1250]
yind1248	Pama-Nyungan [pama1250]
bula1255	Pama-Nyungan [pama1250]
warl1256	Pama-Nyungan [pama1250]
yany1243	Pama-Nyungan [pama1250]
nyaw1247	Pama-Nyungan [pama1250]
wulg1239	Pama-Nyungan [pama1250]
yuru1264	Pama-Nyungan [pama1250]
ikar1243	Pama-Nyungan [pama1250]
taga1279	Pama-Nyungan [pama1250]
athi1234	Pama-Nyungan [pama1250]
kawa1290	Pama-Nyungan [pama1250]
kunj1245	Pama-Nyungan [pama1250]
aghu1254	Pama-Nyungan [pama1250]
thay1248	Pama-Nyungan [pama1250]
kanj1260	Pama-Nyungan [pama1250]
kuuk1238	Pama-Nyungan [pama1250]
umpi1239	Pama-Nyungan [pama1250]
ayab1239	Pama-Nyungan [pama1250]
umbi1243	Pama-Nyungan [pama1250]
barr1247	Pama-Nyungan [pama1250]
flin1247	Pama-Nyungan [pama1250]
wike1239	Pama-Nyungan [pama1250]
wikm1246	Pama-Nyungan [pama1250]
wiki1239	Pama-Nyungan [pama1250]
wikm1247	Pama-Nyungan [pama1250]
paka1251	Pama-Nyungan [pama1250]
kuku1280	Pama-Nyungan [pama1250]
kuku1281	Pama-Nyungan [pama1250]
kuku1282	Pama-Nyungan [pama1250]
kuku1283	Pama-Nyungan [pama1250]
wika1238	Pama-Nyungan [pama1250]
wikn1245	Pama-Nyungan [pama1250]
wikn1246	Pama-Nyungan [pama1250]
mbab1239	Pama-Nyungan [pama1250]
wami1239	Pama-Nyungan [pama1250]
guga1239	Pama-Nyungan [pama1250]
lamu1254	Pama-Nyungan [pama1250]
umbu1256	Pama-Nyungan [pama1250]
mbar1253	Pama-Nyungan [pama1250]
maya1280	Pama-Nyungan [pama1250]
mayk1239	Pama-Nyungan [pama1250]
ngaw1240	Pama-Nyungan [pama1250]
mbar1254	Pama-Nyungan [pama1250]
kokn1236	Pama-Nyungan [pama1250]
kuth1240	Pama-Nyungan [pama1250]
areb1238	Pama-Nyungan [pama1250]
gurd1238	Pama-Nyungan [pama1250]
wala1263	Pama-Nyungan [pama1250]
angu1242	Pama-Nyungan [pama1250]
yang1305	Pama-Nyungan [pama1250]
yupu1235	Pama-Nyungan [pama1250]
tyan1235	Pama-Nyungan [pama1250]
arit1239	Pama-Nyungan [pama1250]
guda1244	Pama-Nyungan [pama1250]
atam1239	Pama-Nyungan [pama1250]
angg1238	Pama-Nyungan [pama1250]
yadh1237	Pama-Nyungan [pama1250]
wuth1237	Pama-Nyungan [pama1250]
alng1239	Pama-Nyungan [pama1250]
leni1238	Pama-Nyungan [pama1250]
mbiy1238	Pama-Nyungan [pama1250]
mpal1237	Pama-Nyungan [pama1250]
ngko1236	Pama-Nyungan [pama1250]
yinw1236	Pama-Nyungan [pama1250]
gugu1254	Pama-Nyungan [pama1250]
koko1272	Pama-Nyungan [pama1250]
yiry1245	Pama-Nyungan [pama1250]
kuuk1243	Pama-Nyungan [pama1250]
thay1249	Pama-Nyungan [pama1250]
baya1257	Pama-Nyungan [pama1250]
dhar1248	Pama-Nyungan [pama1250]
badi1246	Pama-Nyungan [pama1250]
malg1242	Pama-Nyungan [pama1250]
waja1257	Pama-Nyungan [pama1250]
nhan1238	Pama-Nyungan [pama1250]
kala1379	Pama-Nyungan [pama1250]
kala1401	Pama-Nyungan [pama1250]
ngad1258	Pama-Nyungan [pama1250]
nyun1247	Pama-Nyungan [pama1250]
bayu1240	Pama-Nyungan [pama1250]
pini1244	Pama-Nyungan [pama1250]
burd1238	Pama-Nyungan [pama1250]
dhal1245	Pama-Nyungan [pama1250]
djiw1241	Pama-Nyungan [pama1250]
thii1234	Pama-Nyungan [pama1250]
dhar1247	Pama-Nyungan [pama1250]
wari1262	Pama-Nyungan [pama1250]
mart1255	Pama-Nyungan [pama1250]
kari1304	Pama-Nyungan [pama1250]
ngar1287	Pama-Nyungan [pama1250]
nija1241	Pama-Nyungan [pama1250]
pany1241	Pama-Nyungan [pama1250]
yinh1234	Pama-Nyungan [pama1250]
tjur1240	Pama-Nyungan [pama1250]
kurr1243	Pama-Nyungan [pama1250]
yind1247	Pama-Nyungan [pama1250]
nhuw1239	Pama-Nyungan [pama1250]
ngar1296	Pama-Nyungan [pama1250]
nyam1271	Pama-Nyungan [pama1250]
ying1247	Pama-Nyungan [pama1250]
lowe1444	Pama-Nyungan [pama1250]
twee1234	Pama-Nyungan [pama1250]
cond1242	Pama-Nyungan [pama1250]
midd1357	Pama-Nyungan [pama1250]
guwa1244	Pama-Nyungan [pama1250]
pimp1234	Pama-Nyungan [pama1250]
barr1252	Pama-Nyungan [pama1250]
muru1266	Pama-Nyungan [pama1250]
awab1243	Pama-Nyungan [pama1250]
wori1245	Pama-Nyungan [pama1250]
hawk1239	Pama-Nyungan [pama1250]
sydn1236	Pama-Nyungan [pama1250]
nort2760	Pama-Nyungan [pama1250]
dhur1239	Pama-Nyungan [pama1250]
thur1254	Pama-Nyungan [pama1250]
sout2770	Pama-Nyungan [pama1250]
sout2771	Pama-Nyungan [pama1250]
kumb1268	Pama-Nyungan [pama1250]
yayg1236	Pama-Nyungan [pama1250]
gure1255	Pama-Nyungan [pama1250]
kabi1260	Pama-Nyungan [pama1250]
waka1274	Pama-Nyungan [pama1250]
wuli1242	Pama-Nyungan [pama1250]
dhud1236	Pama-Nyungan [pama1250]
pall1243	Pama-Nyungan [pama1250]
yort1237	Pama-Nyungan [pama1250]
cola1237	Pama-Nyungan [pama1250]
wath1238	Pama-Nyungan [pama1250]
west2443	Pama-Nyungan [pama1250]
woiw1237	Pama-Nyungan [pama1250]
bung1264	Pama-Nyungan [pama1250]
warr1257	Pama-Nyungan [pama1250]
lowe1402	Pama-Nyungan [pama1250]
uppe1415	Pama-Nyungan [pama1250]
lowe1403	Pama-Nyungan [pama1250]
narr1259	Pama-Nyungan [pama1250]
nort2756	Pama-Nyungan [pama1250]
gami1243	Pama-Nyungan [pama1250]
wang1291	Pama-Nyungan [pama1250]
wira1262	Pama-Nyungan [pama1250]
gugu1256	Pama-Nyungan [pama1250]
warr1255	Pama-Nyungan [pama1250]
darl1243	Pama-Nyungan [pama1250]
yarl1236	Pama-Nyungan [pama1250]
gugu1255	Pama-Nyungan [pama1250]
djan1238	Pama-Nyungan [pama1250]
kuku1273	Pama-Nyungan [pama1250]
mulu1243	Pama-Nyungan [pama1250]
dyaa1242	Pama-Nyungan [pama1250]
yidi1250	Pama-Nyungan [pama1250]
rita1239	Pama-Nyungan [pama1250]
dayi1244	Pama-Nyungan [pama1250]
dhan1270	Pama-Nyungan [pama1250]
djam1256	Pama-Nyungan [pama1250]
gupa1247	Pama-Nyungan [pama1250]
dhuw1249	Pama-Nyungan [pama1250]
guma1253	Pama-Nyungan [pama1250]
djin1252	Pama-Nyungan [pama1250]
djin1253	Pama-Nyungan [pama1250]
yann1237	Pama-Nyungan [pama1250]
pank1250	None
cash1251	Pano-Tacanan [pano1259]
kaxa1239	Pano-Tacanan [pano1259]
chac1251	Pano-Tacanan [pano1259]
kari1312	Pano-Tacanan [pano1259]
paca1246	Pano-Tacanan [pano1259]
chir1294	Pano-Tacanan [pano1259]
cash1253	Pano-Tacanan [pano1259]
pano1255	Pano-Tacanan [pano1259]
sens1242	Pano-Tacanan [pano1259]
capa1241	Pano-Tacanan [pano1259]
ship1254	Pano-Tacanan [pano1259]
amah1246	Pano-Tacanan [pano1259]
cash1254	Pano-Tacanan [pano1259]
remo1248	Pano-Tacanan [pano1259]
shan1283	Pano-Tacanan [pano1259]
shar1245	Pano-Tacanan [pano1259]
yami1256	Pano-Tacanan [pano1259]
yawa1260	Pano-Tacanan [pano1259]
yora1241	Pano-Tacanan [pano1259]
araz1236	Pano-Tacanan [pano1259]
atsa1242	Pano-Tacanan [pano1259]
maru1252	Pano-Tacanan [pano1259]
pano1254	Pano-Tacanan [pano1259]
isco1239	Pano-Tacanan [pano1259]
nawa1239	Pano-Tacanan [pano1259]
nuku1263	Pano-Tacanan [pano1259]
poya1241	Pano-Tacanan [pano1259]
remo1249	Pano-Tacanan [pano1259]
remo1250	Pano-Tacanan [pano1259]
tuxi1238	Pano-Tacanan [pano1259]
mati1255	Pano-Tacanan [pano1259]
mayo1270	Pano-Tacanan [pano1259]
mayo1271	Pano-Tacanan [pano1259]
demu1235	Pano-Tacanan [pano1259]
koru1247	Pano-Tacanan [pano1259]
kuli1255	Pano-Tacanan [pano1259]
mats1244	Pano-Tacanan [pano1259]
mayo1272	Pano-Tacanan [pano1259]
cavi1250	Pano-Tacanan [pano1259]
esee1248	Pano-Tacanan [pano1259]
arao1248	Pano-Tacanan [pano1259]
toro1255	Pano-Tacanan [pano1259]
reye1240	Pano-Tacanan [pano1259]
taca1256	Pano-Tacanan [pano1259]
mabe1235	Pano-Tacanan [pano1259]
papi1255	None
emum1240	Pauwasi [pauw1244]
kark1258	Pauwasi [pauw1244]
yafi1240	Pauwasi [pauw1244]
dubu1240	Pauwasi [pauw1244]
towe1240	Pauwasi [pauw1244]
pawa1255	None
paya1236	None
peba1243	Peba-Yagua [peba1241]
yame1242	Peba-Yagua [peba1241]
yagu1244	Peba-Yagua [peba1241]
pele1245	None
haru1245	Piawi [piaw1238]
pina1252	Piawi [piaw1238]
earl1245	Pidgin [pidg1258]
jord1239	Pidgin [pidg1258]
pidg1248	Pidgin [pidg1258]
pidg1252	Pidgin [pidg1258]
roma1333	Pidgin [pidg1258]
turk1244	Pidgin [pidg1258]
nefa1235	Pidgin [pidg1258]
basq1252	Pidgin [pidg1258]
pidg1259	Pidgin [pidg1258]
pidg1254	Pidgin [pidg1258]
mobi1236	Pidgin [pidg1258]
pidg1246	Pidgin [pidg1258]
hott1234	Pidgin [pidg1258]
duvl1238	Pidgin [pidg1258]
araf1245	Pidgin [pidg1258]
amer1255	Pidgin [pidg1258]
boni1239	Pidgin [pidg1258]
butl1235	Pidgin [pidg1258]
chin1253	Pidgin [pidg1258]
libe1240	Pidgin [pidg1258]
news1234	Pidgin [pidg1258]
papu1254	Pidgin [pidg1258]
quee1234	Pidgin [pidg1258]
samo1307	Pidgin [pidg1258]
solo1261	Pidgin [pidg1258]
sout3227	Pidgin [pidg1258]
eski1266	Pidgin [pidg1258]
west2864	Pidgin [pidg1258]
ewon1240	Pidgin [pidg1258]
pidg1237	Pidgin [pidg1258]
baux1234	Pidgin [pidg1258]
bell1264	Pidgin [pidg1258]
buru1323	Pidgin [pidg1258]
fran1267	Pidgin [pidg1258]
newc1245	Pidgin [pidg1258]
brok1250	Pidgin [pidg1258]
jarg1234	Pidgin [pidg1258]
tayb1240	Pidgin [pidg1258]
joek1234	Pidgin [pidg1258]
pidg1256	Pidgin [pidg1258]
kiau1234	Pidgin [pidg1258]
ww2p1234	Pidgin [pidg1258]
pidg1260	Pidgin [pidg1258]
bari1241	Pidgin [pidg1258]
giba1240	Pidgin [pidg1258]
pidg1249	Pidgin [pidg1258]
pidg1251	Pidgin [pidg1258]
icel1248	Pidgin [pidg1258]
ihab1241	Pidgin [pidg1258]
yoko1234	Pidgin [pidg1258]
pidg1255	Pidgin [pidg1258]
broo1238	Pidgin [pidg1258]
kwom1264	Pidgin [pidg1258]
imun1234	Pidgin [pidg1258]
ioit1234	Pidgin [pidg1258]
tola1236	Pidgin [pidg1258]
hiri1235	Pidgin [pidg1258]
hiri1236	Pidgin [pidg1258]
hiri1237	Pidgin [pidg1258]
pidg1247	Pidgin [pidg1258]
onin1237	Pidgin [pidg1258]
brok1252	Pidgin [pidg1258]
maca1264	Pidgin [pidg1258]
ling1242	Pidgin [pidg1258]
kjac1234	Pidgin [pidg1258]
russ1267	Pidgin [pidg1258]
taim1252	Pidgin [pidg1258]
haun1238	Pidgin [pidg1258]
pana1311	Pidgin [pidg1258]
roqu1234	Pidgin [pidg1258]
kika1240	Pidgin [pidg1258]
kisi1251	Pidgin [pidg1258]
sett1235	Pidgin [pidg1258]
borg1236	Pidgin [pidg1258]
mari1446	Pidgin [pidg1258]
tepa1234	Pidgin [pidg1258]
hora1238	Pidgin [pidg1258]
ndyu1241	Pidgin [pidg1258]
pidg1257	Pidgin [pidg1258]
yima1235	Pidgin [pidg1258]
yima1244	Pidgin [pidg1258]
yima1245	Pidgin [pidg1258]
yima1246	Pidgin [pidg1258]
fana1235	Pidgin [pidg1258]
pira1253	None
nort2967	Pomoan [pomo1273]
east2545	Pomoan [pomo1273]
cent2138	Pomoan [pomo1273]
nort2966	Pomoan [pomo1273]
kash1280	Pomoan [pomo1273]
sout2984	Pomoan [pomo1273]
sout2982	Pomoan [pomo1273]
puel1244	None
puin1248	None
pume1238	None
puqu1242	None
pura1257	None
coro1249	Puri-Coroado [puri1261]
puri1262	Puri-Coroado [puri1261]
pyuu1245	None
caja1238	Quechuan [quec1387]
lamb1276	Quechuan [quec1387]
clas1251	Quechuan [quec1387]
cald1236	Quechuan [quec1387]
chim1302	Quechuan [quec1387]
sala1272	Quechuan [quec1387]
cana1262	Quechuan [quec1387]
inga1252	Quechuan [quec1387]
napo1242	Quechuan [quec1387]
nort2973	Quechuan [quec1387]
sout2990	Quechuan [quec1387]
tena1240	Quechuan [quec1387]
imba1240	Quechuan [quec1387]
loja1235	Quechuan [quec1387]
caja1239	Quechuan [quec1387]
chiq1249	Quechuan [quec1387]
hual1241	Quechuan [quec1387]
marg1254	Quechuan [quec1387]
pana1306	Quechuan [quec1387]
nort2979	Quechuan [quec1387]
sout2992	Quechuan [quec1387]
coro1247	Quechuan [quec1387]
sihu1235	Quechuan [quec1387]
huam1248	Quechuan [quec1387]
huay1240	Quechuan [quec1387]
huay1241	Quechuan [quec1387]
jauj1238	Quechuan [quec1387]
ambo1252	Quechuan [quec1387]
nort2980	Quechuan [quec1387]
yana1272	Quechuan [quec1387]
chin1483	Quechuan [quec1387]
yauy1235	Quechuan [quec1387]
paca1245	Quechuan [quec1387]
areq1237	Quechuan [quec1387]
ayac1239	Quechuan [quec1387]
nort2976	Quechuan [quec1387]
sant1432	Quechuan [quec1387]
sout2991	Quechuan [quec1387]
cusc1236	Quechuan [quec1387]
east2551	Quechuan [quec1387]
puno1238	Quechuan [quec1387]
chac1250	Quechuan [quec1387]
sanm1289	Quechuan [quec1387]
rama1271	None
abuu1241	Ramu [ramu1234]
goro1261	Ramu [ramu1234]
aiom1240	Ramu [ramu1234]
anor1241	Ramu [ramu1234]
bana1292	Ramu [ramu1234]
akru1241	Ramu [ramu1234]
brer1240	Ramu [ramu1234]
romk1240	Ramu [ramu1234]
inap1241	Ramu [ramu1234]
igan1243	Ramu [ramu1234]
komi1271	Ramu [ramu1234]
anda1284	Ramu [ramu1234]
tang1356	Ramu [ramu1234]
kang1291	Ramu [ramu1234]
tang1355	Ramu [ramu1234]
kire1240	Ramu [ramu1234]
arua1260	Ramu [ramu1234]
sepe1240	Ramu [ramu1234]
bore1247	Ramu [ramu1234]
awar1249	Ramu [ramu1234]
bosn1248	Ramu [ramu1234]
kaia1245	Ramu [ramu1234]
wata1253	Ramu [ramu1234]
raoo1244	Ramu [ramu1234]
tago1246	Rashad [rash1249]
tega1236	Rashad [rash1249]
nezp1238	Sahaptian [saha1239]
wall1238	Sahaptian [saha1239]
yaki1237	Sahaptian [saha1239]
teni1238	Sahaptian [saha1239]
umat1237	Sahaptian [saha1239]
bert1249	Saharan [saha1256]
zagh1240	Saharan [saha1256]
kane1243	Saharan [saha1256]
tarj1235	Saharan [saha1256]
tuma1248	Saharan [saha1256]
cent2050	Saharan [saha1256]
bilm1238	Saharan [saha1256]
mang1399	Saharan [saha1256]
daza1242	Saharan [saha1256]
teda1241	Saharan [saha1256]
sali1253	None
bell1243	Salishan [sali1255]
lush1252	Salishan [sali1255]
sout2965	Salishan [sali1255]
como1259	Salishan [sali1255]
pent1242	Salishan [sali1255]
sech1246	Salishan [sali1255]
halk1245	Salishan [sali1255]
nook1247	Salishan [sali1255]
squa1248	Salishan [sali1255]
clal1241	Salishan [sali1255]
stra1244	Salishan [sali1255]
twan1247	Salishan [sali1255]
till1254	Salishan [sali1255]
lowe1427	Salishan [sali1255]
quin1251	Salishan [sali1255]
cowl1242	Salishan [sali1255]
uppe1439	Salishan [sali1255]
lill1248	Salishan [sali1255]
shus1248	Salishan [sali1255]
thom1243	Salishan [sali1255]
coeu1236	Salishan [sali1255]
colu1241	Salishan [sali1255]
kali1308	Salishan [sali1255]
spok1245	Salishan [sali1255]
okan1243	Salishan [sali1255]
maco1239	Saliban [sali1297]
piar1243	Saliban [sali1297]
sali1298	Saliban [sali1297]
sand1273	None
sape1238	None
saus1247	None
savo1255	None
sech1236	None
ango1254	Senagi [sena1264]
dera1245	Senagi [sena1264]
demt1241	Sentanic [sent1261]
nafr1241	Sentanic [sent1261]
nucl1632	Sentanic [sent1261]
tabl1243	Sentanic [sent1261]
abau1245	Sepik [sepi1257]
amal1242	Sepik [sepi1257]
iwam1256	Sepik [sepi1257]
sepi1255	Sepik [sepi1257]
chen1259	Sepik [sepi1257]
woga1249	Sepik [sepi1257]
kwan1278	Sepik [sepi1257]
mend1268	Sepik [sepi1257]
kwom1262	Sepik [sepi1257]
awtu1239	Sepik [sepi1257]
kara1495	Sepik [sepi1257]
pouy1238	Sepik [sepi1257]
yess1239	Sepik [sepi1257]
ayip1235	Sepik [sepi1257]
kalo1262	Sepik [sepi1257]
pasi1259	Sepik [sepi1257]
mehe1243	Sepik [sepi1257]
pahi1246	Sepik [sepi1257]
bahi1254	Sepik [sepi1257]
beri1253	Sepik [sepi1257]
nigi1241	Sepik [sepi1257]
wagu1234	Sepik [sepi1257]
bisi1244	Sepik [sepi1257]
kapr1245	Sepik [sepi1257]
wata1251	Sepik [sepi1257]
mari1432	Sepik [sepi1257]
suma1269	Sepik [sepi1257]
alam1246	Sepik [sepi1257]
kani1285	Sepik [sepi1257]
hewa1241	Sepik [sepi1257]
niks1238	Sepik [sepi1257]
piam1243	Sepik [sepi1257]
sani1270	Sepik [sepi1257]
akkk1240	Sepik [sepi1257]
awun1245	Sepik [sepi1257]
nami1256	Sepik [sepi1257]
seri1257	None
shab1252	None
kono1241	Shastan [shas1238]
okwa1235	Shastan [shas1238]
shas1239	Shastan [shas1238]
newr1237	Shastan [shas1238]
shom1245	None
siam1242	None
arme1259	Sign Language [sign1238]
aust1253	Sign Language [sign1238]
mona1241	Sign Language [sign1238]
plai1235	Sign Language [sign1238]
afgh1239	Sign Language [sign1238]
alba1271	Sign Language [sign1238]
egyp1238	Sign Language [sign1238]
kuwa1252	Sign Language [sign1238]
iraq1246	Sign Language [sign1238]
jord1238	Sign Language [sign1238]
liby1235	Sign Language [sign1238]
saud1238	Sign Language [sign1238]
yeme1237	Sign Language [sign1238]
arge1236	Sign Language [sign1238]
bama1249	Sign Language [sign1238]
aust1271	Sign Language [sign1238]
papu1255	Sign Language [sign1238]
brit1235	Sign Language [sign1238]
newz1236	Sign Language [sign1238]
mari1381	Sign Language [sign1238]
leso1234	Sign Language [sign1238]
nami1249	Sign Language [sign1238]
sout1404	Sign Language [sign1238]
camb1244	Sign Language [sign1238]
chil1264	Sign Language [sign1238]
para1318	Sign Language [sign1238]
urug1238	Sign Language [sign1238]
hano1243	Sign Language [sign1238]
hoch1237	Sign Language [sign1238]
chin1283	Sign Language [sign1238]
hong1241	Sign Language [sign1238]
germ1281	Sign Language [sign1238]
isra1236	Sign Language [sign1238]
swis1240	Sign Language [sign1238]
douz1234	Sign Language [sign1238]
guat1249	Sign Language [sign1238]
haus1246	Sign Language [sign1238]
indi1237	Sign Language [sign1238]
paki1242	Sign Language [sign1238]
nepa1250	Sign Language [sign1238]
isya1234	Sign Language [sign1238]
isya1235	Sign Language [sign1238]
japa1238	Sign Language [sign1238]
kore1273	Sign Language [sign1238]
taiw1241	Sign Language [sign1238]
keny1241	Sign Language [sign1238]
kurd1260	Sign Language [sign1238]
lang1335	Sign Language [sign1238]
alge1235	Sign Language [sign1238]
amer1248	Sign Language [sign1238]
hait1245	Sign Language [sign1238]
jama1263	Sign Language [sign1238]
trin1277	Sign Language [sign1238]
burk1234	Sign Language [sign1238]
chir1296	Sign Language [sign1238]
cost1249	Sign Language [sign1238]
hond1239	Sign Language [sign1238]
pana1308	Sign Language [sign1238]
domi1236	Sign Language [sign1238]
ethi1238	Sign Language [sign1238]
gamb1259	Sign Language [sign1238]
ghan1235	Sign Language [sign1238]
guin1250	Sign Language [sign1238]
indo1291	Sign Language [sign1238]
yogy1234	Sign Language [sign1238]
mala1412	Sign Language [sign1238]
sela1253	Sign Language [sign1238]
moro1242	Sign Language [sign1238]
chad1238	Sign Language [sign1238]
nige1240	Sign Language [sign1238]
phil1239	Sign Language [sign1238]
puer1237	Sign Language [sign1238]
queb1245	Sign Language [sign1238]
sier1246	Sign Language [sign1238]
thai1240	Sign Language [sign1238]
rwan1246	Sign Language [sign1238]
ugan1238	Sign Language [sign1238]
boli1236	Sign Language [sign1238]
colo1249	Sign Language [sign1238]
ecua1243	Sign Language [sign1238]
inma1234	Sign Language [sign1238]
peru1235	Sign Language [sign1238]
aust1252	Sign Language [sign1238]
braz1236	Sign Language [sign1238]
cata1241	Sign Language [sign1238]
vale1251	Sign Language [sign1238]
bulg1240	Sign Language [sign1238]
czec1253	Sign Language [sign1238]
hung1263	Sign Language [sign1238]
roma1324	Sign Language [sign1238]
slov1263	Sign Language [sign1238]
lang1248	Sign Language [sign1238]
vlaa1235	Sign Language [sign1238]
dutc1253	Sign Language [sign1238]
fren1243	Sign Language [sign1238]
gree1271	Sign Language [sign1238]
hawa1235	Sign Language [sign1238]
iris1235	Sign Language [sign1238]
ital1275	Sign Language [sign1238]
swis1235	Sign Language [sign1238]
tuni1249	Sign Language [sign1238]
latv1245	Sign Language [sign1238]
mexi1237	Sign Language [sign1238]
poli1259	Sign Language [sign1238]
swis1241	Sign Language [sign1238]
dani1246	Sign Language [sign1238]
icel1236	Sign Language [sign1238]
mada1271	Sign Language [sign1238]
